text,date,location,polarity,subjectivity,classification
NEITHER❗️,Thu Jul 01 13:46:29 +0000 2021,"Massachusetts, USA",0.0,0.0,Neutral
A new CDC study finds Moderna’s and Pfizer’s COVID-19 vaccines reduce the risk of infection by 91% for fully vaccinated…,Thu Jul 01 13:46:37 +0000 2021,"Cambridge, UK",0.13636363636363635,0.45454545454545453,Positive
I’m pretty sure Loki was a moderna fever dream 😵‍💫😵‍💫😵‍💫,Thu Jul 01 13:21:00 +0000 2021,🇨🇦,0.375,0.9444444444444444,Positive
Had 2 Pfizer shots &amp; still wear 2 mask 😷 when &amp; around people!,Thu Jul 01 13:21:01 +0000 2021,"Atlanta, GA USA",0.0,0.0,Neutral
I had the Moderna one and felt like crap,Fri Jul 02 16:40:57 +0000 2021,"London, England",-0.8,0.8,Negative
ummm today is so good,Fri Jul 02 16:40:59 +0000 2021,corcaigh • mdni,0.7,0.6000000000000001,Positive
DNA and RNA are normally supposed to stay inside the cell 🧬,,,,,
"Lipid nanoparticles in the Moderna and Pfizer “vaccines” c…""",Thu Jul 01 21:59:20 +0000 2021,Montreal,0.15,0.6499999999999999,Positive
"This is an actual “doctor” pushing junk science. This is no different than pushing Advil, a blue Gatorade, and a Ba…",Thu Jul 01 13:36:11 +0000 2021,United States,0.0,0.26666666666666666,Neutral
There are many myths surrounding the mRNA technology used by BioNTech-Pfizer and Moderna for their COVID vaccines. ,,,,,
"Here are t…""",Thu Jul 01 21:59:12 +0000 2021,Berlijn,0.5,0.5,Positive
"A plane carrying 2.5 million doses of Moderna’s coronavirus vaccine took off from the U.S. on Wednesday, heading to Pakistan.…",Thu Jul 01 21:58:39 +0000 2021,Belize,0.0,0.0,Neutral
Vaccine appointments are available at,,,,,
Walgreens/Duane Reade (Moderna),,,,,
1612 Westchester Avenue, Bronx, NY, 10472,,
"(8…""",Thu Jul 01 13:35:54 +0000 2021,"New York, NY",0.4,0.4,Positive
I’ve never felt imprisonment but then I stopped the mask fiasco last May. Also I don’t need the shot.,Thu Jul 01 13:28:08 +0000 2021,Free America,0.0,0.06666666666666667,Neutral
Why can’t Peel  do this? Please indicate the vaccine brand per location/center. Not everyone is open t…,Thu Jul 01 21:58:54 +0000 2021,canada,0.0,0.5,Neutral
News Moderna and Pfizer-BioNTech vaccines prime T cells to fight SARS-CoV-2 variants -,Thu Jul 01 22:00:05 +0000 2021,Worldwide,0.0,0.0,Neutral
WHAT?! Fauci Partnered With Moderna On Vaccine | Dr. Maria Ryan | Ep. 144  via,Fri Jul 02 16:41:39 +0000 2021,USA,0.0,0.0,Neutral
he loves to get 2 on,Fri Jul 02 16:41:24 +0000 2021,she/her | 22,0.0,0.0,Neutral
